N_id,crime_a,mvar_1,mvar_2,mvar_3,mvar_4,mvar_5,mvar_6,mvar_7,mvar_8,mvar_9,mvar_11,mvar_12,mvar_13,mvar_14,mvar_15,mvar_16,mvar_17,mvar_18,mvar_19,mvar_20,mvar_21,mvar_22,mvar_23,mvar_24,mvar_25,mvar_26,mvar_27,mvar_28,mvar_29,mvar_30,mvar_31,mvar_32,mvar_33,mvar_34,mvar_35,mvar_36,mvar_37,mvar_38,mvar_39,mvar_40
VLID_5710,Crime 1,,,,3,0,1,3,85.560477208,2,4,,17,No,,0,,,,68.0000068,,1,4,,0,,,,0,,,0,No,,0,,,,,2
VLID_5711,Crime 2,,,,3,2,1,1,11.90586862,1,2,,1,No,,0,,,,90.000009,,4,15,,0,,,,,,,0,No,,1,,,,,10
VLID_5712,Crime 2,46.148561411,0,,1,0,2,6,29.293959532,1,4,30.548926014,2,No,0,5.5555555556,0,0,,200.00002,0,1,16,317.14537417,0,16.732528525,,0,1,26.060289093,0.1908904674,0,Yes,,1,0,31.942570153,55.773660491,73.006578197,14
VLID_5713,Crime 1,37.904362555,,,2,5,6,3,43.062327086,1,1,41.050119332,12,No,0,0,0,,,120.000012,,0,3,,0,0,,0,2,,,73.527530315,No,,0,0,,,0,24
VLID_5714,Crime 1,534.45151203,0,2743.0764859,8,0,2,16,45.310172192,1,4,294.98806683,4,No,0,0,533.33333333,0.0298913043,7.1531104337,88.0000088,0,1,2,501.90874531,30,76.588320218,0,0,0,5.4544175862,0.9303416075,484.21857189,No,16.543653168,1,0,83.028422766,52.420939101,0,9
VLID_5715,Crime 1,68.701657131,0,,5,0,3,3,74.981611989,2,5,244.39140811,1,No,0,0,266.66666667,0.0217391304,,119.40001194,0,0,2,384.13003278,30,54.512420516,0,0,0,14.311862591,1.247795203,25.620729019,No,,3,0,138.67749969,53.66649975,316.36183885,3
VLID_5716,Crime 2,47.380453194,0,,3,0,3,2,76.976485751,2,5,79.23627685,12,No,0,0,0,0.0326086957,,400.00004,0,1,1,,0,0,,0,3,,,285.26172516,No,,1,0,0,,0,
VLID_5717,Crime 1,,,,6,,1,0,180.52541911,3,0,,6,No,,,,,,100.00001,,1,1,,,,,,,,,,Yes,,1,,,,,
VLID_5718,Crime 2,734.3022636,0,,5,0,3,11,163.37762052,0,8,175.65632458,1,No,0,16.666666667,0,0.0173913043,,180.000018,0,1,15,317.14537417,29,163.07316593,0,1,1,22.975523496,3.4004745354,23.639744816,No,39.297279129,2,0,521.59879798,55.31096645,1099.6615841,0
VLID_5719,Crime 1,11.845113299,,2510.4541743,6,0,3,3,60.35303906,2,4,144.15274463,2,No,0,0,0,0.0144927536,,300.00003,0,1,17,,0,0.890561863,,0,2,,,156.59680121,No,,2,0,,,0,14
VLID_5720,Crime 2,4160.0037904,0,2799.0935937,3,0,5,9,33.057216973,1,6,305.48926014,3,No,0,5.5555555556,4000,0.0079051383,,200.00002,0,1,4,1206.0413178,0,542.15148457,,4,5,2.0286348119,0.8856120467,2591.6886157,No,2.7859480245,2,0,148.19349184,50.938073777,0,0
VLID_5721,Crime 2,,,,5,0,3,4,165.97323442,1,5,45.823389021,6,No,,0,,,,100.00001,,0,5,,0,,,,,,,0,No,,3,,,,,1
VLID_5722,Crime 1,230.26900252,0,,2,0,1,8,35.971829062,2,3,159.42720764,2,No,0,0,0,0.0144927536,,4000.0004,0,2,13,,0,67.619985964,,1,4,,0.0025485428,646.62626009,No,,1,0,7.1787309228,52.142968551,514.08798814,2
VLID_5723,Crime 1,127.92722362,0,2543.7805351,2,0,2,8,97.904003085,1,7,290.21479714,2,No,0,0,80,0.0217391304,0.3402498884,148.0000148,0,1,7,402.54287732,30,12.894332326,0,0,0,0.2095999773,0.0984948961,341.22452888,No,2.7927388789,3,0,12.910585846,50.542480387,0,0
VLID_5724,Crime 2,,,,4,0,0,1,21.163251566,3,4,118.37708831,7,No,0,0,0,0.0217391304,,108.0000108,0,1,4,,0,16.067742909,,0,1,,,1.9809842025,No,,1,0,,,0,10
VLID_5725,Crime 2,,,,6,,5,0,55.222934581,1,6,,8,No,,,,,,40.000004,,2,9,,,,,,,,,,Yes,,3,,,,,
VLID_5726,Crime 2,75.998246923,0,,5,0,3,0,6.7194508868,2,3,156.56324582,8,No,0,16.666666667,80,0.0217391304,30.120481928,100.00001,0,1,1,317.14537417,0,9.3822573736,0,1,0,21.940536675,0.4845900368,1.7828857822,Yes,,1,0,47.301715383,55.09931564,146.01315639,10
VLID_5727,Crime 2,360.80215107,0,,3,0,5,6,51.824991133,1,3,147.01670644,5,No,0,5.5555555556,0,0.0163043478,,400.00004,0,3,5,317.14537417,0,29.915352722,0,2,1,25.725180555,0.8222741422,39.553651243,No,,1,0,252.25726568,55.6997997,559.71709951,13
VLID_5728,Crime 2,,,,4,2,8,2,71.787061773,2,5,101.19331742,0,No,,0,,0.0199275362,,60.320006032,0,1,0,,0,,,,2,,,126.98108738,Yes,,2,,,,,26
VLID_5729,Crime 2,56.856543833,,,3,2,2,1,29.139347062,1,1,82.100238663,3,No,0,0,0,0.152173913,,120.000012,0,0,0,,0,0.2383193718,0,0,2,,,0,No,,1,0,0,,0,6
VLID_5730,Crime 2,139.91447828,0,,11,0,2,5,24.149890909,2,5,71.599045346,4,Yes,0,16.666666667,88,0.0217391304,,108.0000108,0,1,6,,0,22.176244701,,0,2,25.833096864,0.158011791,9.343642155,No,42.507661897,2,0,148.58303538,54.47110059,129.28248222,0
VLID_5731,Crime 2,356.44314938,0,,7,0,3,11,5.0004625887,4,3,142.24343675,6,No,1,38.888888889,0,0.0026086957,,144.0000144,0,2,1,317.14537417,0,32.423977688,0,2,1,21.745800479,1.969344165,30.804304349,Yes,27.608218632,1,1,252.64680922,55.09764647,30.419407582,0
VLID_5732,Crime 2,1700.9582697,0,3827.3492228,2,0,2,6,91.276307302,2,0,374.22434368,0,No,0,0,2800,0.0086956522,0.4462293619,800.00008,0,0,10,2666.370368,30,695.57898751,0,0,5,3.2255768165,0.65742715,2917.9567138,No,,1,0,385.03596322,51.187257076,0,
VLID_5733,Crime 1,386.15069353,0,,3,0,5,3,101.50533145,1,1,237.70883055,5,No,0,0,266.66666667,0.0301932367,4.1070639083,1400.00014,0,1,4,434.28916103,1,102.21392425,0,2,0,8.8537757029,0.0737732904,413.29933744,No,1.7478134581,2,2,74.068921382,52.56885328,0,32
VLID_5734,Crime 1,,,,4,0,2,5,48.384753326,2,1,107.87589499,3,No,0,0,0,0,,14.40000144,0,3,1,,0,0,,,,,,0,Yes,,0,,,,0,10
VLID_5735,Crime 2,,,,6,0,2,1,152.56046214,0,3,,8,No,,0,,,,200.00002,,2,6,,0,,,,,,,0,No,,0,,,,,1
VLID_5736,Crime 2,,,,6,1,6,4,391.51917074,0,5,120.28639618,3,No,0,0,0,0.0724637681,,2400.00024,0,1,5,,0,0,,,,,,86.370911228,No,,3,,,,0,2
VLID_5737,Crime 2,170.5696315,0,,1,0,5,3,68.787154193,2,1,289.2601432,1,No,0,0,0,0.0217391304,0,232.0000232,0,0,2,507.62307637,30,48.102883727,0,0,0,,0,291.00657934,No,,1,0,0,50.025037556,0,2
VLID_5738,Crime 2,,,,4,0,1,4,18.467261107,6,6,87.828162291,0,No,,0,,,,76.0000076,,1,2,,0,,,,,,,0,No,,1,,,,,9
VLID_5739,Crime 2,,,,0,0,6,6,83.964831768,3,6,,3,No,,0,,0.0217391304,,72.960007296,0,1,5,,30,,,,,,,1.7828857822,No,,4,,,,,0
VLID_5740,Crime 2,47.380453194,0,,0,0,1,10,59.785037224,0,5,337.94749403,1,No,0,0,266.66666667,0,,220.000022,0,0,6,614.92551528,30,18.751971622,,0,1,1.3872130307,0.0190327671,30.969386365,No,,0,0,3.4502427691,50.335503255,0,
VLID_5741,Crime 2,163.46256352,,,9,0,1,9,105.90587382,3,2,121.24105012,1,No,0,0,0,0.0217391304,,262.0000262,0,1,7,,0,0,,0,1,,,383.25441037,No,,2,0,,,0,20
VLID_5742,Crime 2,424.52886062,0,,9,0,5,1,85.325532084,1,1,228.16229117,4,Yes,0,0,666.66666667,0.0255754476,2.4598393574,120.000012,0,2,7,460.00365082,0,130.03457512,0,2,1,8.4119967493,1.6122595578,332.21105076,No,2.7776178438,2,0,179.85781661,52.827240861,144.49218601,6
VLID_5743,Crime 1,731.55419732,0,2431.1641987,3,0,1,2,12.119951169,0,3,242.48210024,3,No,2,5.5555555556,0,0.0133779264,0,296.52402965,0,2,7,416.19377932,30,121.89408711,0,2,1,9.5705305413,0.7769828653,488.64276994,No,0,0,1,182.30637599,52.949424136,187.07935663,3
VLID_5744,Crime 2,,,,5,0,6,0,27.419678474,4,1,,9,No,,0,,,,10.000001,,2,4,,0,,,,,,,0,No,,0,,,,,
VLID_5745,Crime 2,201.69858925,0,,0,0,4,7,29.114238527,3,1,199.52267303,2,No,0,16.666666667,200,0.0163043478,29.968763945,192.0000192,0,2,2,328.5740363,30,38.682996979,0,0,0,21.782583982,1.4868952307,14.362135468,No,36.883303411,2,0,240.51531045,55.079285595,501.9202251,40
VLID_5746,Crime 2,650.67576371,0,,2,0,2,3,119.47692563,2,1,222.43436754,4,No,1,27.777777778,106.66666667,0.0155279503,15.984964854,200.00002,0,2,5,327.93911063,0,58.413332338,0,3,3,21.285697904,2.4070822359,593.73398189,No,24.378208442,1,1,402.78801875,54.860693407,240.3133199,9
VLID_5747,Crime 2,,,,3,0,6,3,21.54282915,5,2,28.639618138,3,No,0,0,0,0.0434782609,,6.40000064,0,1,6,,0,0,,,,,,124.47184072,No,,3,,,,0,1
VLID_5748,Crime 1,735.96057946,2,,2,0,9,4,59.06679876,1,2,185.20286396,3,No,2,55.555555556,0,0.0108695652,,160.000016,0,1,10,317.14537417,1,124.00133208,0,1,1,19.577415616,6.9295235055,94.591995668,Yes,42.722605436,2,1,966.29057166,55.242864296,272.25369786,7
VLID_5749,Crime 2,658.82520166,0,,3,0,1,3,89.227417848,1,0,167.06443914,2,No,0,5.5555555556,80,0.0043478261,,100.00001,0,1,17,686.35465361,0,36.76389888,,2,1,13.890358696,2.7507610914,91.125273314,No,,3,0,268.50679614,53.978189506,0,18
VLID_5750,Crime 2,,,,2,0,4,8,31.48280987,3,1,27.6849642,3,No,0,0,0,,,120.000012,,1,9,,0,0.5142681181,0,0,0,,,0,No,,4,0,,,24.335526066,5
VLID_5751,Crime 2,23.690226597,0,,2,0,4,1,53.052842148,2,1,263.48448687,3,No,0,0,133.33333333,0.0054347826,,80.000008,0,0,15,,30,4.7789305606,,0,,,0.0691728523,140.15463233,Yes,9.9581089168,1,,5.7875039998,51.0665999,0,7
VLID_5752,Crime 2,178.67168899,3,,2,0,1,7,202.65691086,5,1,174.70167064,8,No,1,22.222222222,0,0.0080091533,,40.000004,0,0,8,317.14537417,0,55.503327377,,0,1,22.906615342,3.5128501876,0.1320656135,Yes,49.491322561,2,0,195.94039984,55.201552328,85.17434123,0
VLID_5753,Crime 1,412.73112777,4,,2,0,6,3,91.846045995,1,1,200.47732697,7,No,1,44.444444444,66.666666667,0.0241545894,,56.0000056,0,2,6,317.14537417,0,84.967127606,0,4,2,18.219461694,5.011706175,47.312506036,No,48.996014617,2,1,373.62790245,55.650141879,340.69736492,14
VLID_5754,Crime 2,310.34196842,0,,1,0,2,6,60.936276619,2,2,153.69928401,3,No,0,0,0,0.0108695652,,215.60002156,0,1,15,412.38422527,0,6.8610892826,0,1,2,0.2815441832,0.074943502,9.9049210124,No,,1,0,13.355778461,50.091804373,62.359785543,4
VLID_5755,Crime 1,,,,2,0,5,4,32.031186513,2,1,131.74224344,8,No,,5.5555555556,,0.0217391304,,148.0000148,0,2,5,,0,,,0,0,,,2.1790826227,No,,1,0,,,,1
VLID_5756,Crime 2,,,,4,7,1,2,19.474108432,1,1,57.279236277,6,No,0,0,0,0.1739130435,,140.000014,0,2,13,,0,0,,,,,,71.678611726,No,,1,,,,0,0
VLID_5757,Crime 2,398.70651363,1,,10,0,5,0,207.98218627,2,4,84.009546539,1,No,1,22.222222222,0,0.0326086957,,200.00002,0,1,1,317.14537417,0,40.401405081,1,1,0,24.421371359,2.3252720355,193.41009097,No,,1,0,423.21122998,55.262894342,254.00205331,10
VLID_5758,Crime 1,23.690226597,,,0,0,9,4,29.964733614,1,4,127.92362768,1,No,0,0,0,,,220.000022,,4,7,,0,0,,0,2,,,0,No,,1,0,,,0,26
VLID_5759,Crime 2,2195.5154401,,,5,0,3,7,67.905445166,1,2,147.97136038,5,No,0,0,0,,,1200.00012,,4,17,,0,0,,2,3,,,263.70201375,No,,1,0,0,,0,12
VLID_5760,Crime 2,461.95941864,0,,3,1,1,7,42.266190999,1,5,163.24582339,6,No,0,11.111111111,133.33333333,0.0130434783,13.015023055,316.0000316,0,1,9,340.00269843,0,21.260596589,0,1,4,10.156833068,0.2528964264,1644.4149865,Yes,,0,0,62.772158767,54.311467201,226.62458649,15
VLID_5761,Crime 2,42.642407875,,,3,0,7,0,226.44012733,3,1,102.14797136,6,No,,0,,,,48.0000048,,1,0,,0,,,0,0,,,0,No,,0,0,0,,,8
VLID_5762,Crime 2,558.09435817,1,,7,0,2,1,158.83792769,1,3,195.70405728,10,No,1,33.333333333,6026.6666667,0.0169082126,27.777777778,156.0000156,0,1,4,317.14537417,0,258.2253109,0,2,1,6.7287639986,3.6584511688,32.950370568,No,37.647570861,1,1,499.95130706,55.21615757,97.342104263,20
VLID_5763,Crime 1,,,,4,,4,5,64.035412522,2,1,,2,Yes,,,,,,48.0000048,,1,7,,,,,,,,,,No,,1,,,,,7
VLID_5764,Crime 1,345.87730832,0,2491.2130694,2,0,7,8,1.4043131403,1,6,245.34606205,2,No,0,0,0,0,,260.000026,0,1,8,415.87631648,29,13.446229819,,0,4,16.809778838,0.236517945,277.46985396,No,,0,0,49.472029383,53.73476882,79.090459713,
VLID_5765,Crime 1,,,,0,0,1,4,67.502081916,3,0,103.1026253,3,No,0,0,0,0.0217391304,,100.00001,0,2,12,,0,0,,,0,,,0,Yes,,1,,,,0,10
VLID_5766,Crime 2,422.20721841,0,,7,0,3,0,107.44182226,1,3,178.5202864,1,No,0,16.666666667,0,0.0241545894,11.13276636,228.0000228,0,1,7,338.41538425,0,18.965204745,,2,0,19.653468237,0.6120129657,113.444362,No,15.687696837,1,0,114.35885307,55.488788739,153.61800829,27
VLID_5767,Crime 2,5425.5356952,0,2575.2133043,2,0,4,5,2.0268141883,1,0,271.12171838,14,No,3,33.333333333,400,0.0048309179,,464.0000464,0,5,19,341.90747546,30,591.52122391,0,4,7,20.844031884,16.166778787,2709.1279625,Yes,19.922098896,2,1,5681.0473156,54.992053297,585.57359595,0
VLID_5768,Crime 2,,,,0,0,3,9,48.068823117,0,2,76.372315036,11,No,0,0,0,0.0108695652,,120.000012,1,1,13,,0,0,,,,,,0,Yes,,3,,,,0,10
VLID_5769,Crime 2,61.594589152,0,,8,0,4,7,1.3633981374,1,2,254.89260143,8,No,0,0,133.33333333,0.0326086957,8.6680053548,208.0000208,0,5,7,407.93974555,30,11.552217969,0,0,0,9.7024486097,0.0833550035,24.465154901,No,,2,0,14.413110923,52.168252379,0,22
VLID_5770,Crime 1,,,,0,1,5,8,15.106396165,2,4,,4,No,,0,,,,100.00001,,2,2,,0,,,0,0,,,0,No,,0,,,,,1
VLID_5771,Crime 2,2608.6256115,0,,1,0,6,2,74.156401704,2,2,169.92840095,4,No,,11.111111111,,0.0117056856,17.901910673,30.000003,0,1,1,325.71687077,0,,0,7,3,5.6022670578,6.9381891155,776.67787298,No,17.771394375,0,1,512.58364752,54.645481736,,3
VLID_5772,Crime 2,2541.4875093,0,2528.240706,0,0,1,3,82.302200529,2,0,119.33174224,4,No,0,0,186.66666667,0.0108695652,10.440965459,508.0000508,0,2,1,,0,330.07232993,,5,6,,0.3794117356,3077.8551554,Yes,14.936016656,0,0,144.96584538,51.730209694,0,1
VLID_5773,Crime 2,,,,3,1,9,0,132.24375953,1,3,117.42243437,5,No,0,0,0,0.0380434783,,61.040006104,0,2,6,,0,0,,0,0,,,0,Yes,,0,0,,,0,0
VLID_5774,Crime 2,,0,,1,0,3,3,97.066589419,0,3,96.420047733,2,No,0,5.5555555556,0,0.0652173913,31.554790591,7.20000072,0,0,22,329.84388765,0,0,0,0,0,21.399602797,1.1160548206,1.320656135,No,,1,,36.728390768,54.746405322,0,22
VLID_5775,Crime 2,48.65972543,0,,1,2,2,3,77.319119098,1,1,26.730310263,7,No,0,5.5555555556,0,0.0135869565,24.478867852,68.0000068,0,3,7,317.14537417,0,0.7525874899,0,0,0,19.040049219,0.6200429818,6.2070838344,Yes,,1,0,46.689575537,55.483224837,225.10361611,22
VLID_5776,Crime 2,1792.4025443,0,2432.5369313,2,0,3,4,177.34908916,0,1,231.02625298,5,No,1,22.222222222,0,0.010230179,9.2133238838,200.00002,0,0,3,360.95524568,0,112.51182973,0,4,2,15.703325393,3.8454119775,817.08995071,No,12.148414123,1,1,643.47027644,54.687030546,95.821133883,10
VLID_5777,Crime 2,151.61745022,0,,4,0,2,8,134.11137125,1,1,172.79236277,2,No,0,0,0,0.0108695652,0,1000.0001,0,0,8,408.25720839,0,67.21860597,0,0,3,13.191584043,0.453025903,119.18921618,No,,3,0,328.49650106,53.116341178,0,9
VLID_5778,Crime 1,,0,,1,,0,5,119.52430904,3,4,284.48687351,8,No,0,0,0,0,,160.000016,0,6,7,6776.8791816,30,0,,,16,9.5027321471,5.8612020113,0,No,,0,,817.31799274,52.12423316,0,
VLID_5779,Crime 2,,,,5,1,1,0,28.058897663,3,1,63.961813842,12,No,,0,,,,93.0000093,,2,8,,0,,,0,1,,,0,No,,1,0,,,,50
VLID_5780,Crime 2,,,,3,2,5,12,82.825436602,1,1,,5,No,,0,,,,108.0000108,,1,3,,0,,,,,,,0,No,,2,,,,,0
VLID_5781,Crime 1,,,,4,2,2,4,11.261800628,3,2,,2,No,,0,,0.1739130435,,48.0000048,0,2,7,,0,,,,,,,5.5797721703,No,,3,,,,,3
VLID_5782,Crime 1,310.34196842,0,2383.6050703,2,0,8,9,59.039503739,2,0,259.66587112,2,No,0,5.5555555556,0,0.0155279503,,6.0000006,0,2,11,360.95524568,29,14.575111054,0,1,1,11.5784073,3.1960633938,217.67714745,Yes,1.2844652684,1,0,102.50559969,54.341512268,22.814555687,1
VLID_5783,Crime 1,1002.0965851,0,,9,0,6,3,3.5263526477,6,0,240.57279236,1,No,1,5.5555555556,320,0.0144927536,15.014079306,240.000024,0,2,11,443.81304614,0,179.06565009,0,3,2,9.4881094869,1.9278131877,543.11983551,No,18.073010174,1,3,376.35470722,53.857256473,15.209703791,11
VLID_5784,Crime 2,,0,,1,1,3,11,48.338954978,2,4,119.33174224,3,No,0,0,0,0.0260869565,,96.0000096,0,1,9,,0,40.652267577,,0,2,,0,76.763137846,Yes,0,0,0,0,50.025037556,0,4
VLID_5785,Crime 2,,,,7,0,2,3,122.50690444,1,2,,6,No,,0,,,,64.0000064,,1,15,,0,,,,,,,0,No,,2,,,,,0
VLID_5786,Crime 2,95.945417718,0,,1,0,1,1,6.7937688875,1,4,170.88305489,11,Yes,0,0,0,0.0108695652,,160.000016,0,2,2,357.78061731,0,18.275332879,,0,5,21.534619893,0.946603879,26.4131227,No,,2,0,131.99961046,54.776164246,77.569489334,0
VLID_5787,Crime 1,364.82948959,0,,4,0,6,0,266.27684104,1,1,179.47494033,10,No,0,0,0,0.0304347826,1.5060240964,172.0000172,0,1,3,321.58985389,0,51.351553058,0,0,1,8.0818107099,1.4404317832,139.19715663,No,,1,0,212.9133683,54.978621779,164.26480094,13
VLID_5788,Crime 1,197.00792438,0,,10,0,6,8,67.298890321,1,3,111.69451074,0,No,0,16.666666667,133.33333333,0.0289855072,31.012940651,88.0000088,0,1,10,317.14537417,0,71.458182163,0,0,0,22.712990253,0.9359535877,4.3251488421,No,,1,0,83.529264458,56.354531798,416.74588387,6
VLID_5789,Crime 1,,,,8,3,2,1,123.87542537,0,1,56.324582339,5,No,0,0,0,,,224.0000224,,0,5,,0,0,,0,1,,,0,No,,0,0,,,0,1
VLID_5790,Crime 2,,,,4,0,1,12,83.644463516,3,3,97.374701671,0,No,0,0,0,,,40.000004,,2,6,,0,0,,0,3,,,0,No,,4,0,,,0,10
VLID_5791,Crime 2,,,,4,,7,4,10.644086034,2,5,,7,No,,,,,,8.0000008,,2,0,,,,,,,,,,Yes,,0,,,,,
VLID_5792,Crime 2,,,,1,,0,13,81.824311917,2,2,,2,No,,,,,,100.00001,,1,19,,,,,,,,,,No,,4,,,,,2
VLID_5793,Crime 2,301.29230186,2,,0,0,11,1,68.558582651,3,2,59.188544153,1,No,1,16.666666667,0,0.0217391304,,300.00003,1,3,3,317.14537417,0,14.311705432,0,2,2,24.171193556,0.9063678149,54.477065568,No,,2,0,214.86108599,55.463194792,0,4
VLID_5794,Crime 2,85.284815749,0,,3,0,3,2,225.83150701,0,1,235.79952267,3,No,0,5.5555555556,186.66666667,0.0138339921,8.5885207497,160.000016,0,2,2,327.30418495,30,126.91133704,0,0,1,10.278530457,2.5624551042,247.85414013,No,25.415658419,1,0,357.32272291,54.865631781,403.05715046,6
VLID_5795,Crime 2,,,,3,4,2,2,4.4572894435,5,2,,0,No,,0,,,,140.000014,,2,2,,0,,,,,,,0,No,,0,,,,,21
VLID_5796,Crime 2,138.72996695,0,,3,0,5,1,37.794845389,0,2,162.29116945,4,No,0,11.111111111,0,0.0217391304,,168.0000168,0,4,1,317.14537417,0,42.809685048,0,1,2,18.089456279,0.5383663746,19.776825621,No,,5,0,78.07565492,55.209284515,149.05509715,20
VLID_5797,Crime 2,75.80872511,0,,4,0,2,2,11.828589952,0,5,157.51789976,6,No,0,0,0,0.0489130435,12.159750112,160.000016,0,2,17,397.78093477,0,4.9043618089,0,0,0,16.92716149,0.3847074786,30.077943474,No,17.394773589,2,0,53.645710152,53.760640961,433.47655804,7
VLID_5798,Crime 1,,,,7,0,3,12,116.9753323,4,1,,1,No,,0,,,,36.40000364,,5,6,,0,,,,,,,0,No,,3,,,,,1
VLID_5799,Crime 2,14.214135958,0,,0,0,2,0,19.700249966,7,0,190.93078759,5,Yes,0,5.5555555556,0,0.0217391304,24.508289569,108.0000108,0,3,2,336.82807006,30,0,0,0,0,16.616082899,0.5134034985,11.489708374,No,,3,0,52.977921229,53.997663161,0,17
VLID_5800,Crime 2,,,,5,0,3,2,146.30326904,0,1,103.1026253,0,No,,0,,0.0072463768,,80.000008,0,0,6,,0,,,,,,,0,Yes,,0,,,,,2
VLID_5801,Crime 1,54.487521173,0,,5,0,0,4,12.534299372,3,1,123.150358,2,No,0,0,133.33333333,0.0173913043,,312.0000312,0,3,2,362.8600227,0,4.6911286868,0,0,1,16.154707911,0.0807218163,4.7543620859,Yes,,2,0,19.811071384,53.590385578,0,2
VLID_5802,Crime 2,,,,1,0,2,2,69.59362359,3,2,,7,No,,0,,,,96.0000096,,0,12,,0,,,,,,,0,No,,2,,,,,1
VLID_5803,Crime 2,18.952181278,0,,6,0,4,1,139.56765533,1,4,139.37947494,1,No,0,0,0,0.0173913043,,408.0000408,0,1,8,,0,0.3512074953,,0,3,,0,20.569219302,Yes,0,1,0,0,50.025037556,0,9
VLID_5804,Crime 1,0,,,4,2,2,7,18.688935221,5,0,30.548926014,4,No,,0,,0.0652173913,,120.000012,0,2,5,,0,,,0,,,,0,No,,0,,,,,0
VLID_5805,Crime 2,2599.9549886,0,,3,0,4,1,13.273650969,0,1,135.56085919,7,No,2,33.333333333,0,0.002173913,,256.0000256,0,0,10,317.14537417,0,143.21739932,,5,2,8.4825361358,0.9494189696,1481.6771342,No,,1,1,783.20510859,55.856862216,153.61800829,
VLID_5806,Crime 2,,,,2,0,2,7,71.235000523,1,2,,5,No,,0,,,,200.00002,,2,0,,0,,,,,,,0,No,,1,,,,,4
VLID_5807,Crime 1,2916.2668941,0,,4,0,6,9,12.645159635,3,4,292.12410501,6,No,2,0,640,0.0169082126,0.5448149186,480.000048,0,0,2,699.05316709,30,473.1141255,0,6,1,0.630338348,0.0802752998,3056.4935424,No,0,0,2,48.80424046,51.016524787,302.67310544,25
VLID_5808,Crime 1,424.00767563,0,,6,0,2,3,79.914681124,1,1,213.8424821,2,No,0,0,666.66666667,0.0260869565,,135.90001359,0,0,10,474.60694132,0,66.729424101,0,1,2,4.1282204515,0.303105777,106.84108132,No,,4,0,37.173583383,52.272853725,0,4
VLID_5809,Crime 1,2660.5072078,0,2776.8858436,3,0,4,1,88.194622779,4,1,307.39856802,4,No,0,11.111111111,0,0,,400.00004,0,2,2,529.84547496,30,211.43945528,,1,6,20.2714311,6.0759039029,1207.7730518,No,,2,0,1863.9658315,54.840832678,699.64637439,0
VLID_5810,Crime 1,,,,4,0,2,1,3.5842514198,1,0,89.737470167,4,No,,0,,0.1195652174,,6.0000006,0,1,2,,0,,,,,,,4.0940340185,No,,2,,,,,0
VLID_5811,Crime 2,14.214135958,,,2,0,1,5,115.33698068,1,1,179.47494033,5,No,0,0,0,0.0217391304,,560.000056,0,2,3,,1,0,,0,1,,,416.63399418,No,,1,0,,,0,7
VLID_5812,Crime 2,,,,2,2,5,5,47.59913199,2,4,,1,No,0,0,0,,,102.75601028,,0,2,,0,0.2884918711,0,0,0,,,0,No,,2,0,,,0,0
VLID_5813,Crime 2,,,,5,0,3,7,233.40490027,2,5,63.961813842,13,No,0,0,0,0.0543478261,,62.772006277,0,0,1,,0,2.4584524669,0,0,0,,,0,Yes,,0,0,,,0,11
VLID_5814,Crime 2,1112.0192365,0,,2,0,0,4,60.09313344,0,1,214.79713604,7,No,0,5.5555555556,200,0.0108695652,,280.000028,0,2,4,348.89165787,0,110.99411163,0,2,2,11.246701976,0.4319977652,115.65646102,No,,1,0,191.82236815,54.364880654,149.05509715,10
VLID_5815,Crime 2,9.4760906388,0,,0,0,8,0,37.038445606,0,6,226.25298329,3,Yes,0,0,0,0.0217391304,,160.000016,0,1,9,345.7170295,30,7.7265648959,0,0,0,12.474193803,0.0438981563,2.9714763037,No,,0,0,6.1213984613,52.779168753,0,7
VLID_5816,Crime 2,596.99371024,0,,4,0,8,6,62.229539139,3,0,231.02625298,5,No,1,27.777777778,133.33333333,0.0072463768,,140.000014,0,1,2,328.25657346,30,53.145219909,0,1,1,20.911159539,3.5921107475,126.51885773,No,,3,1,450.81317214,54.94130084,211.4148827,
VLID_5817,Crime 1,33.166317236,,,1,0,2,2,76.706336909,0,2,163.24582339,3,No,0,0,0,0.0054347826,,192.0000192,0,3,10,,0,5.5189749257,0,0,0,,,0,Yes,,3,0,,,0,10
VLID_5818,Crime 1,829.1579309,0,2641.8522195,0,0,3,5,50.921449519,2,0,229.11694511,2,No,0,0,0,0.0062111801,,72.0000072,0,2,7,952.07104818,0,12.61838358,,0,5,0.2407660908,0.0534474305,3810.225015,No,,2,0,4.1736807691,50.082816532,0,4
VLID_5819,Crime 2,,,,4,2,5,2,97.153549231,4,2,123.150358,4,No,0,0,0,0.0923913043,,4.0000004,0,1,7,,0,0,,,,,,0,Yes,,1,,,,0,3
VLID_5820,Crime 1,174.54958957,0,,1,0,2,6,100.80728961,0,2,293.07875895,1,No,0,0,0,0.0108695652,,52.0000052,0,5,5,537.14712022,30,319.64899319,0,0,1,9.5774928838,0.4398491153,104.89311352,No,,1,0,28.214081999,52.140711067,0,0
VLID_5821,Crime 2,938.13297324,0,2499.239455,1,0,6,4,43.793774983,2,0,398.09069212,1,No,0,0,2400,0,,400.00004,0,1,10,557.46474178,30,196.28736048,,0,10,1.700233435,0.1315130715,1692.5529026,No,,1,0,40.345580768,50.404495632,0,
