@relation 'Crime1Train_trainData-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 4 -E 4-Sweka.attributeSelection.BestFirst -D 2 -N 10'

@attribute mvar_2 numeric
@attribute mvar_12 numeric
@attribute mvar_17 numeric
@attribute mvar_25 numeric
@attribute mvar_32 numeric
@attribute mvar_40 numeric
@attribute output {0,1,2}

@data
0,156.563246,200,0,312.863438,27,0
0,84.009547,0,0,122.589906,10,0
0,339.856802,0,30,198.692716,0,1
0,283.53222,0,30,11.555741,?,0
0,239.618138,0,0,2710.316553,7,1
0,231.026253,80,0,1421.818395,8,0
?,87.828162,0,0,0,8,0
0,340.811456,0,30,103.143244,?,1
0,291.169451,0,30,115.458363,0,1
0,219.570406,106.666667,0,198.362552,3,0
0,345.584726,8746.666667,29,11025.33266,0,1
?,?,0,0,0,12,0
?,94.51074,0,0,0,0,0
0,101.193317,0,0,74.286908,1,0
?,205.250597,0,30,0,13,0
?,251.073986,0,1,13.503709,0,0
?,?,?,?,?,?,0
?,29.594272,0,0,0,?,0
?,122.195704,0,0,0,18,0
?,111.694511,0,0,106.742032,5,0
?,?,0,0,0,7,0
0,-9.546539,0,0,52.562114,3,0
?,?,?,?,?,4,0
?,93.556086,0,0,831.485103,6,0
0,126.01432,0,0,0,2,0
?,?,?,0,0,11,0
0,283.53222,0,30,82.34291,?,1
0,204.295943,0,0,855.322946,0,0
?,69.689737,0,0,0,2,0
?,?,?,?,?,?,0
?,?,?,0,0,5,0
3,135.560859,0,0,1035.064246,5,0
0,147.016706,0,0,251.419912,6,0
?,150.835322,0,0,823.660215,15,0
?,?,?,0,0,?,0
?,118.377088,0,0,0,21,0
0,120.286396,266.666667,0,25.785811,16,0
0,336.038186,2666.666667,1,7364.473855,8,0
?,?,?,0,0,9,0
0,299.761337,666.666667,30,143.522306,6,1
0,102.147971,0,0,447.207184,4,0
0,?,0,30,3.994985,2,0
?,?,?,?,?,0,0
?,78.281623,0,0,0,18,0
?,?,?,?,?,?,0
0,275.894988,0,0,532.851734,6,1
0,189.976134,0,0,369.420537,6,1
0,217.661098,106.666667,30,5.744854,10,0
0,154.653938,0,0,10.136036,5,0
?,238.663485,0,30,0,?,0
0,231.980907,266.666667,0,433.736491,10,1
?,?,?,?,?,11,0
?,?,?,0,0,?,0
?,3.818616,0,0,0,0,0
?,?,?,0,0,54,0
0,162.29117,133.333333,0,0,5,0
0,146.062053,80,0,7.197576,8,0
0,284.486874,0,30,0,?,1
0,316.945107,6666.666667,30,148.573815,?,1
?,?,?,?,?,31,0
?,17.183771,?,0,0,9,0
0,106.921241,0,0,0.528262,23,0
0,267.303103,533.333333,30,398.078776,0,1
0,350.357995,3200,30,1745.775345,3,1
?,?,0,?,?,?,0
?,?,0,?,?,?,0
?,86.873508,?,0,0,32,0
0,123.150358,0,0,1.122558,12,0
0,248.210024,400,2,208.795735,3,0
0,212.887828,0,0,45.661686,1,1
0,250.119332,0,0,612.619365,?,1
0,193.794749,0,0,38.728241,1,1
?,?,?,1,0,?,0
0,82.100239,0,0,52.099885,19,0
?,154.653938,?,0,294.176154,10,0
0,75.417661,0,0,90.464945,1,0
0,121.24105,0,0,168.548739,0,0
?,?,?,0,0,38,0
?,135.560859,?,0,0,12,0
?,102.147971,0,0,2.839411,19,0
?,117.422434,0,0,0,27,0
?,?,?,0,0,?,0
0,239.618138,0,30,55.99582,9,0
0,?,?,30,21.097482,4,0
?,-11.455847,0,0,0,1,0
0,176.610979,0,30,10.036987,10,0
0,198.568019,0,0,326.565246,24,1
0,176.610979,266.666667,30,13.239578,12,0
0,188.066826,0,30,8.584265,34,0
0,163.245823,0,0,3284.63689,2,0
?,41.050119,0,0,0,4,0
0,110.739857,0,0,1.782886,4,0
0,127.923628,80,0,7.032494,9,0
0,145.107399,?,0,9.904921,2,0
?,105.966587,0,0,0,1,0
0,218.615752,1066.666667,0,358.558141,39,0
0,293.078759,1253.333333,0,3503.238497,1,1
?,?,?,0,0,1,0
?,49.642005,?,0,0,9,0
1,165.155131,0,0,843.635139,7,0
?,?,?,0,0,15,0
?,?,?,?,?,?,0
0,218.615752,346.666667,0,464.639845,3,1
?,96.420048,0,0,0,6,0
?,258.711217,0,30,343.106464,?,1
?,19.093079,0,0,0,10,0
?,?,?,0,0,4,0
?,?,?,1,0,3,0
0,266.348449,0,30,52.826245,4,1
?,105.011933,0,0,0,6,0
0,167.064439,0,0,376.915261,17,0
0,166.109785,0,0,39.718733,11,0
?,?,0,0,0,4,0
0,227.207637,1760,30,272.847558,15,0
0,276.849642,0,30,114.467871,4,1
0,18.138425,0,0,0,3,0
?,243.436754,0,30,0.957476,?,0
0,181.384248,0,0,3983.263985,6,0
0,256.801909,0,30,7.329642,0,1
0,288.305489,1066.666667,30,434.29777,0,1
0,259.665871,186.666667,30,102.416883,4,1
?,207.159905,0,30,0,5,0
0,158.472554,0,0,0,9,0
0,68.735084,0,0,0,1,0
?,?,?,?,?,3,0
?,?,?,0,0,3,0
?,126.968974,0,0,0,1,0
?,?,?,30,0,?,0
?,43.914081,0,0,0,3,0
0,309.307876,0,30,181.821333,0,1
0,238.663485,0,30,11.786856,0,1
0,181.384248,?,0,250.000206,13,0
0,?,?,30,0,19,0
0,284.486874,0,30,0,?,1
?,?,?,?,?,?,0
0,266.348449,0,30,29.714763,2,1
0,300.715991,0,30,108.623967,?,1
0,229.116945,146.666667,30,77.489499,9,0
?,9.546539,0,0,0,2,0
0,114.558473,0,0,115.953609,0,0
?,?,?,0,0,9,0
0,216.706444,120,30,114.236756,6,0
0,222.434368,0,0,354.299025,1,1
1,144.152745,106.666667,0,10.400167,6,0
0,277.804296,200,30,205.461078,1,1
?,?,?,?,?,?,0
0,256.801909,160,29,42.393062,11,1
0,283.53222,0,30,60.353985,1,0
0,129.832936,0,0,0,?,0
?,81.145585,0,0,0,1,0
?,?,?,0,0,1,0
0,125.059666,0,0,110.869083,1,0
0,281.622912,0,30,9.904921,1,1
?,210.023866,0,30,0,?,0
?,?,?,?,?,23,0
?,119.331742,0,0,16.541218,3,0
?,?,?,0,0,7,0
?,44.868735,0,0,0,12,0
0,210.023866,0,30,16.805349,2,0
?,119.331742,0,0,101.954654,4,0
?,92.601432,0,0,805.963423,6,0
?,147.97136,0,0,0,12,0
0,208.114559,93.333333,0,200.706716,4,0
0,?,133.333333,30,16.508202,0,0
?,64.916468,?,0,0,10,0
0,166.109785,80,0,257.098733,10,0
0,168.019093,0,0,40.742242,1,0
?,95.465394,0,0,218.66764,2,0
?,?,?,0,0,4,0
?,118.377088,0,0,0,0,0
?,45.823389,0,0,2.377181,26,0
0,345.584726,0,0,1538.432332,0,1
0,258.711217,0,30,253.36788,0,1
0,156.563246,0,0,17.036464,14,0
?,?,?,0,0,0,0
0,318.854415,1200,30,267.13572,?,1
?,153.699284,0,0,0,9,0
1,180.429594,1093.333333,1,698.957259,78,0
0,204.295943,0,30,22.087974,20,0
?,154.653938,0,0,37.539651,13,0
?,36.27685,0,0,0,7,0
0,241.527446,93.333333,0,1280.376123,5,1
1,56.324582,80,0,326.499213,15,0
?,?,?,?,?,?,0
?,?,?,?,?,?,0
?,?,?,0,0,15,0
?,63.00716,0,0,0,9,0
?,55.369928,0,0,0,3,0
0,149.880668,0,0,245.906172,1,0
0,171.837709,0,0,235.803153,1,0
?,59.188544,0,0,0,1,0
?,?,?,?,?,3,1
?,?,?,0,0,17,0
?,?,?,?,?,5,0
?,?,?,0,0,4,0
0,198.568019,0,0,497.293068,6,0
0,135.560859,0,30,0,26,0
0,180.429594,400,0,509.079924,3,0
0,172.792363,133.333333,0,80.163827,7,0
0,221.479714,0,1,27.403615,0,1
?,?,?,0,0,20,0
0,216.706444,0,1,3.961968,2,0
0,196.658711,160,0,266.178244,7,0
0,198.568019,0,0,436.146689,1,0
0,247.25537,0,0,338.880364,4,1
?,?,?,?,?,54,0
0,245.346062,133.333333,30,76.697105,12,0
0,296.897375,0,30,988.907314,1,1
?,142.243437,0,0,73.329432,1,0
0,163.245823,133.333333,0,9.904921,1,0
0,179.47494,0,0,501.420118,20,0
0,221.479714,0,1,84.654058,6,1
0,340.811456,0,30,1461.768243,0,1
0,374.224344,2133.333333,30,1824.717565,0,1
0,161.336516,0,0,48.071883,13,0
0,232.935561,1466.666667,0,884.179282,0,1
?,136.515513,0,0,31.200501,?,0
0,?,2000,30,1752.114494,2,0
0,227.207637,0,0,219.889247,34,0
0,168.019093,133.333333,1,200.838782,39,0
0,196.658711,0,0,147.814438,16,0
?,100.238664,0,0,16.805349,14,0
?,21.002387,0,0,0,4,0
0,268.257757,0,30,59.924772,3,1
?,?,?,0,0,13,0
0,139.379475,85.333333,0,1328.910236,18,0
0,257.756563,133.333333,30,627.047533,16,0
0,84.9642,0,0,3.30164,4,0
?,147.016706,0,0,77.654581,5,0
?,?,?,0,0,11,0
0,166.109785,0,0,26.446139,14,0
0,278.75895,0,30,239.236859,?,1
0,306.443914,0,30,1859.450822,0,1
?,48.687351,?,0,0,0,0
0,154.653938,106.666667,0,2.245115,10,0
0,206.205251,0,0,566.924662,11,1
?,63.961814,0,0,0,5,0
0,197.613365,0,0,32.22401,22,0
?,105.011933,0,0,95.978685,7,0
?,224.343675,?,30,75.2774,2,1
0,180.429594,0,0,2.080033,4,0
0,263.484487,560,0,272.517394,1,1
0,85.918854,0,0,3.367673,0,0
?,?,?,?,?,8,0
?,?,?,?,?,?,0
0,?,?,0,0.396197,19,0
2,103.102625,0,0,14.098004,10,0
?,?,?,0,0,0,0
?,99.28401,?,0,0,12,0
0,170.883055,0,0,386.357952,6,0
0,200.477327,93.333333,30,649.432654,4,1
?,?,?,30,0,13,0
?,?,?,?,?,?,0
?,94.51074,0,0,346.044924,2,0
0,348.448687,133.333333,30,16.475185,6,1
0,189.02148,0,0,53.321491,12,0
0,48.687351,53.333333,0,5.843903,17,0
?,93.556086,0,0,0,11,0
1,220.52506,1600,30,166.732837,6,0
0,108.830549,?,0,0,37,0
?,?,?,0,0,?,0
0,133.651551,0,0,3.664821,8,0
0,195.704057,0,1,76.201859,3,0
?,65.871122,?,0,0,4,0
0,264.439141,613.333333,30,0,6,1
?,85.918854,0,0,530.243438,2,0
?,154.653938,0,0,0,4,0
0,157.5179,0,0,13.107512,15,0
0,172.792363,0,0,226.954757,0,0
0,229.116945,266.666667,30,923.270704,10,1
?,110.739857,0,0,89.573502,6,0
0,109.785203,80,0,2.179083,3,0
0,109.785203,0,0,7.032494,10,0
0,195.704057,0,1,438.788001,9,0
?,?,?,30,8.914429,3,0
?,71.599045,?,0,0,20,0
?,?,?,0,0,?,0
0,114.558473,?,0,3.235608,1,0
0,200.477327,0,30,0,?,0
0,178.520286,0,0,25.125483,2,0
0,105.011933,0,0,238.180334,25,0
0,17.183771,0,0,0,9,0
0,197.613365,0,0,47.147424,4,0
0,364.677804,4560,30,2161.682978,1,1
?,119.331742,?,0,165.577263,10,0
0,232.935561,1413.333333,0,1466.621654,5,1
?,105.011933,?,0,0,?,0
?,?,?,30,243.661057,7,1
0,222.434368,0,0,271.361819,18,0
0,168.973747,0,0,36.053912,12,0
?,?,?,0,0,13,0
0,173.747017,0,0,5.084526,5,0
0,?,?,0,9.904921,24,0
?,125.059666,0,0,75.541531,15,0
?,91.646778,0,0,0,6,0
0,295.942721,0,30,157.818408,0,1
0,268.257757,0,30,334.092986,6,0
1,67.78043,0,0,184.231531,0,0
0,38.186158,0,0,0.627312,0,0
0,303.579952,613.333333,30,132.659909,?,1
0,?,?,30,0,14,0
0,400,5333.333333,30,1760.500661,?,1
?,?,?,2,0,0,0
0,260.620525,0,30,99.214292,2,1
0,74.463007,32,0,34.634207,15,0
?,?,?,?,?,6,0
?,63.00716,0,0,34.138961,1,0
0,?,?,1,0,1,0
?,?,?,0,0,2,0
?,?,?,30,0,11,0
?,46.778043,0,0,0,14,0
0,168.973747,80,0,2.740361,1,0
?,150.835322,0,0,35.624699,4,0
0,199.522673,0,30,51.505589,23,0
?,?,?,?,?,5,0
?,223.389022,0,30,0,?,0
?,?,?,0,0,1,0
2,113.603819,0,0,39.520635,36,0
0,171.837709,0,0,86.800124,3,0
0,220.52506,0,0,937.17061,1,1
0,179.47494,0,0,2.542263,0,0
0,203.341289,0,0,31.365583,6,1
?,34.367542,?,0,0,2,0
?,140.334129,0,0,81.616549,18,0
0,159.427208,133.333333,0,0.033016,10,0
0,86.873508,133.333333,0,24.465155,3,0
0,240.572792,0,0,788.167581,?,0
?,206.205251,0,30,0,10,0
?,?,?,0,0,13,0
?,?,?,0,0,22,0
0,201.431981,85.333333,1,281.894052,28,0
?,?,?,0,0,7,0
?,195.704057,0,0,0,25,0
0,176.610979,0,0,111.826558,6,0
0,179.47494,0,0,315.96698,1,0
0,192.840096,306.933333,0,293.152646,35,0
4,148.926014,253.333333,0,957.145534,11,0
0,176.610979,0,0,260.070209,1,0
?,102.147971,?,0,0,8,0
?,?,?,1,0,?,0
?,?,?,30,0,30,0
0,166.109785,0,0,374.90126,0,0
0,190.930788,0,1,15.715808,?,1
?,126.01432,0,0,248.382403,7,0
?,?,?,0,0,0,0
0,230.071599,0,30,28.757287,?,0
0,186.157518,0,0,79.767631,7,0
0,266.348449,0,30,52.859262,3,0
0,?,0,30,0.066033,0,0
2,178.520286,0,0,1484.912742,37,0
0,174.701671,0,0,718.668052,10,0
0,213.842482,0,0,111.595443,2,0
0,270.167064,80,0,1548.370269,0,1
?,?,?,?,?,1,0
?,?,?,0,0,26,0
?,?,?,0,0,?,0
0,202.386635,0,0,473.488241,49,0
0,179.47494,?,0,157.884441,25,0
0,48.687351,0,0,0,8,0
?,?,?,?,?,4,0
0,106.921241,0,0,3.664821,10,0
0,106.921241,53.333333,0,0,25,0
?,248.210024,0,0,529.351995,0,0
0,148.926014,0,0,583.56493,2,0
?,73.508353,0,0,265.352834,14,0
?,62.052506,0,0,0,8,0
0,268.257757,93.333333,0,36.846306,27,0
?,?,?,0,0,?,0
0,229.116945,266.666667,30,18.885383,17,0
0,137.470167,0,0,1233.459814,1,0
0,301.670644,293.333333,1,2918.881173,7,1
0,131.742243,0,0,40.841291,0,0
0,281.622912,0,30,20.404137,4,0
0,184.24821,200,0,42.029882,47,0
?,87.828162,0,0,0,6,0
0,177.565633,0,0,38.530143,13,0
?,86.873508,0,0,425.086194,1,0
?,68.735084,?,0,462.922992,7,0
0,124.105012,0,0,14.098004,0,0
0,188.066826,0,0,119.453347,37,0
?,119.331742,?,0,19.809842,?,0
0,347.494033,0,30,171.685298,0,1
0,263.484487,?,30,19.941908,0,0
0,165.155131,0,0,66.395987,0,0
0,232.935561,133.333333,0,153.328177,1,1
0,206.205251,0,1,133.221188,10,0
0,191.885442,0,0,167.492214,8,0
?,?,0,?,?,?,0
0,142.243437,0,0,598.191196,2,0
0,203.341289,200,0,114.864067,8,1
0,245.346062,0,1,428.453867,4,1
?,22.911695,0,0,0,7,0
?,?,?,0,0,0,0
?,?,?,?,?,?,0
0,222.434368,?,30,1.452722,13,0
?,?,?,0,0,0,1
0,?,0,30,9.904921,3,0
0,150.835322,0,30,46.189948,15,0
?,?,?,?,?,?,0
0,220.52506,0,0,630.415206,1,1
?,?,0,0,0,0,0
0,327.446301,0,30,752.509866,0,1
?,110.739857,0,0,0,4,0
0,169.928401,0,0,74.782154,21,0
0,369.451074,0,30,4376.3903,0,1
0,189.02148,?,1,43.581652,0,1
0,180.429594,100,0,527.569109,6,0
0,260.620525,200,0,366.416045,22,0
0,225.298329,0,1,745.114191,1,1
?,86.873508,0,0,0,15,0
0,174.701671,0,0,630.052026,4,0
0,224.343675,1066.666667,0,691.726667,1,1
0,279.713604,160,30,53.123393,7,1
?,87.828162,0,0,0,5,0
?,?,?,0,0,20,0
0,144.152745,0,0,259.013685,0,0
?,?,?,?,?,16,0
0,290.214797,9200,0,1377.609431,1,1
0,165.155131,66.933333,0,0.165082,1,0
0,323.627685,933.333333,30,78.446974,?,1
0,218.615752,0,0,1168.417499,6,1
1,172.792363,320,30,29.780796,38,0
?,?,?,0,0,0,0
?,45.823389,0,0,0,14,0
0,220.52506,0,0,399.59753,4,0
?,?,?,?,?,6,0
0,188.066826,0,30,1.518755,?,0
0,253.937948,0,3,1720.913993,8,0
1,203.341289,0,0,30.176993,1,0
0,141.288783,106.666667,0,41.204471,23,0
?,87.828162,0,0,32.12496,12,0
0,279.713604,0,30,33.4126,?,1
?,129.832936,0,0,0,25,0
0,132.696897,0,0,0.660328,12,0
?,?,?,?,?,?,0
?,?,?,0,0,?,0
0,338.902148,0,0,1506.40642,0,1
0,?,0,0,9.277609,7,0
?,46.778043,0,0,0,24,0
1,121.24105,0,0,4.160067,1,0
?,?,?,0,0,24,0
0,171.837709,0,0,26.082959,0,0
0,240.572792,3733.333333,30,5764.300849,0,1
0,177.565633,53.333333,0,10.730331,5,0
0,152.74463,0,0,8.188068,31,0
?,?,?,0,0,1,0
?,?,?,?,?,?,1
?,?,?,?,?,?,0
?,245.346062,0,30,0,12,0
0,158.472554,0,0,0,0,0
0,231.026253,140,30,5.810887,19,0
?,155.608592,0,0,0,1,0
0,62.052506,0,0,0,13,0
0,195.704057,0,0,141.838469,0,1
0,235.799523,240,0,294.011072,2,0
0,185.202864,0,0,150.224635,9,0
0,167.064439,93.333333,0,98.752062,2,0
?,45.823389,0,0,0,?,0
0,108.830549,?,0,15.550726,16,0
?,?,0,0,0,0,0
?,?,?,0,0,16,0
0,41.050119,80,0,92.511962,7,0
?,55.369928,0,0,0,4,0
?,?,?,?,?,?,0
0,136.515513,0,0,1528.692493,20,0
?,190.930788,0,0,0,11,0
0,296.897375,0,30,239.600039,?,1
0,176.610979,0,0,147.286176,7,0
?,48.687351,0,0,0,20,0
?,?,?,0,0,0,0
0,264.439141,3066.666667,0,141.937518,0,1
1,165.155131,0,0,79.932713,3,0
0,?,?,30,3.499739,13,0
0,133.651551,0,0,5.447707,1,0
0,231.980907,0,30,20.503187,7,0
?,291.169451,0,30,14.857382,0,0
?,?,?,?,?,1,0
?,69.689737,0,0,0,3,0
?,40.095465,0,0,69.796677,7,0
0,304.534606,12400,0,403.328384,1,1
?,59.188544,0,0,0,6,0
0,166.109785,0,0,1479.399002,1,0
?,?,?,0,0,11,0
0,189.976134,0,0,11.027479,?,1
?,?,?,30,0,26,0
?,?,?,30,0,5,0
?,?,?,0,0,21,0
0,213.842482,0,0,647.682785,0,1
?,103.102625,0,0,64.216905,2,0
0,175.656325,80,0,94.691045,15,0
0,183.293556,0,0,628.368189,2,0
0,177.565633,0,0,88.186813,2,0
?,?,?,0,0,22,0
0,92.601432,80,0,0,5,0
0,155.608592,0,0,72.834186,7,0
?,90.692124,0,0,0,3,0
?,?,?,0,0,6,0
0,190.930788,0,0,60.453035,22,0
0,297.852029,6666.666667,30,0,?,1
0,226.252983,133.333333,0,108.921115,6,1
0,182.338902,0,0,45.694702,6,0
0,213.842482,0,30,421.388356,3,1
0,323.627685,7360,30,0,?,1
0,182.338902,133.333333,0,28.493156,25,0
0,280.668258,0,30,89.936683,0,0
0,215.75179,0,0,331.715805,8,1
0,114.558473,0,0,0,?,0
0,231.026253,?,0,0,2,0
0,301.670644,3066.666667,30,1382.099662,0,1
?,?,?,0,0,25,0
2,173.747017,?,0,55.863755,4,0
0,59.188544,0,0,0,6,0
?,?,?,?,?,2,0
?,?,?,?,?,24,0
?,240.572792,0,30,0,1,0
?,17.183771,0,0,0,5,0
0,174.701671,0,0,225.237904,2,0
0,269.212411,440,0,1161.682153,?,1
?,?,?,?,?,0,0
0,?,?,30,2.575279,?,0
0,212.887828,1600,0,178.222545,3,0
0,147.016706,40,0,166.897919,6,0
?,116.46778,0,0,14.890398,19,0
?,82.100239,0,0,0,10,0
?,67.78043,?,0,0,7,0
0,151.789976,0,0,0.561279,?,0
0,163.245823,0,0,503.33507,2,0
?,228.162291,0,30,42.492111,4,0
?,?,?,?,?,?,0
?,246.300716,0,30,0,?,0
0,82.100239,0,0,47.246473,8,0
0,242.4821,200,1,459.588335,0,1
0,352.267303,5333.333333,30,11288.57245,0,1
0,231.980907,0,0,1213.517906,1,1
0,159.427208,0,0,10.92843,0,0
0,207.159905,0,30,1.749869,4,0
0,12.410501,600,0,66.528053,9,0
0,173.747017,80,0,28.493156,7,1
?,33.412888,0,0,180.236546,0,0
0,76.372315,0,0,781.102071,10,0
?,226.252983,0,30,28.229025,15,0
?,95.465394,0,0,0,17,0
?,110.739857,0,0,0,22,0
0,63.00716,80,0,2.245115,2,0
0,?,0,30,7.263609,2,0
0,312.171838,2000,30,795.992469,0,1
?,223.389022,0,0,0,?,0
?,65.871122,0,0,0,6,0
0,158.472554,0,0,0,2,0
?,?,?,?,?,?,0
0,273.98568,1066.666667,30,251.056731,2,1
?,108.830549,0,0,270.800541,0,0
0,203.341289,0,0,41.468603,2,1
?,136.515513,0,0,52.595131,22,0
?,62.052506,0,0,13.701807,5,0
?,68.735084,0,0,16.508202,0,0
0,363.72315,10026.66667,30,2712.099439,0,1
0,182.338902,?,1,9.805872,0,0
?,?,?,0,0,?,0
0,262.529833,0,30,137.084107,1,1
0,178.520286,0,0,24.894368,1,0
0,193.794749,0,0,77.918712,3,0
?,92.601432,0,0,0,21,0
0,240.572792,400,0,174.32661,8,1
0,225.298329,1093.333333,0,472.959978,15,0
?,?,?,?,?,36,0
?,?,?,?,?,?,0
?,117.422434,0,0,0,14,0
0,80.190931,0,0,8.71633,3,0
?,90.692124,0,0,0,3,0
?,?,?,?,?,8,0
?,75.417661,0,0,42.987357,4,0
?,155.608592,0,0,39.487618,?,0
0,125.059666,266.666667,0,0,2,0
0,209.069212,0,30,9.805872,8,1
0,231.980907,0,30,78.314909,0,0
0,109.785203,0,0,221.804198,3,0
0,346.53938,0,30,1571.646833,0,1
?,227.207637,0,30,0,?,0
0,188.066826,0,0,1176.011272,8,0
?,?,?,1,0,?,0
0,195.704057,106.666667,0,109.680492,26,0
0,168.019093,0,0,298.303205,7,0
0,176.610979,693.333333,0,272.055164,9,0
?,?,?,?,?,0,0
0,182.338902,66.666667,0,608.855495,0,0
0,291.169451,2000,30,0,?,1
?,48.687351,0,0,0,0,0
0,177.565633,0,0,21.394629,2,0
?,?,?,0,0,10,0
?,125.059666,0,0,61.608609,12,0
?,?,?,?,?,?,0
?,105.966587,0,0,40.313029,30,0
0,246.300716,?,30,42.260996,38,0
0,204.295943,0,0,414.818092,5,0
0,121.24105,0,0,566.297351,1,0
0,254.892601,0,0,1101.658331,2,1
?,?,?,0,0,?,0
0,184.24821,0,0,0,3,0
0,101.193317,0,0,0.792394,5,0
0,126.968974,80,0,108.888098,1,0
0,130.78759,0,0,0.759377,4,0
0,219.570406,533.333333,0,718.205823,1,1
?,?,?,0,0,5,0
?,?,?,?,?,0,0
?,?,?,0,0,1,0
?,92.601432,?,0,2.311148,20,0
0,167.064439,80,0,35.030404,16,0
0,139.379475,266.666667,0,90.69606,10,0
0,207.159905,120,0,209.588129,9,0
?,54.415274,0,0,0,17,0
?,?,?,?,?,?,0
?,39.140811,0,0,0,1,0
0,258.711217,0,0,288.464316,6,1
?,?,?,0,0,?,0
0,197.613365,0,1,5.810887,7,0
0,185.202864,133.333333,0,134.805975,4,0
0,246.300716,0,30,378.76418,13,1
0,225.298329,0,0,1855.620919,8,0
0,132.696897,0,0,4.721346,2,0
?,147.016706,0,0,98.950161,0,0
0,173.747017,0,0,470.351683,4,0
?,124.105012,0,0,6.372166,?,0
0,37.231504,0,0,0,6,0
?,97.374702,0,0,0,?,0
?,?,?,?,?,?,0
0,231.980907,0,30,27.337582,11,0
0,218.615752,?,30,6.008985,2,0
0,248.210024,186.666667,30,15.748824,0,0
?,?,?,?,?,18,0
0,124.105012,80,0,76.895203,6,0
?,?,?,0,0,10,0
?,5.727924,0,0,0,14,0
0,306.443914,4000,30,3159.999967,8,1
0,229.116945,1333.333333,0,379.820704,14,0
?,97.374702,0,0,0,6,0
0,205.250597,0,30,15.286595,56,0
?,?,?,?,?,?,0
0,271.121718,0,0,39.454602,3,1
?,?,?,0,0,6,0
0,195.704057,0,0,960.480191,0,1
0,233.890215,0,1,395.602545,1,1
?,?,?,0,0,2,0
0,150.835322,61.333333,0,13.602758,47,0
0,156.563246,0,0,1025.39044,8,0
0,82.100239,0,0,3.598788,4,0
0,249.164678,0,0,1727.154093,8,1
0,326.491647,133.333333,30,164.124541,2,1
0,332.21957,3973.333333,30,463.550303,7,0
0,293.078759,0,30,827.985364,2,1
3,184.24821,0,30,253.532962,16,0
?,?,?,0,0,9,0
0,149.880668,0,0,164.982968,18,0
1,171.837709,0,30,3.40069,2,0
0,218.615752,213.333333,1,347.035416,0,1
?,119.331742,?,0,0,6,0
0,203.341289,0,30,185.288056,30,0
3,109.785203,0,0,2.839411,6,0
0,146.062053,0,0,16.508202,1,0
?,?,0,?,?,?,0
?,112.649165,0,0,87.7576,10,0
?,?,?,?,?,?,0
?,?,?,?,?,16,0
0,210.023866,0,0,205.461078,?,1
0,246.300716,320,0,1054.378842,22,0
0,178.520286,0,0,68.310939,19,0
0,217.661098,0,29,372.160899,2,0
?,-14.319809,0,0,1.155574,2,0
0,182.338902,453.6,0,44.076899,4,0
?,243.436754,0,30,0,?,0
0,201.431981,0,30,0.198098,?,0
?,124.105012,0,0,0,0,0
0,192.840096,0,1,320.622293,2,0
?,71.599045,0,0,0,13,0
?,109.785203,0,0,0,25,0
?,80.190931,0,0,0,14,0
?,?,?,0,0,14,0
?,?,?,0,0,20,0
?,296.897375,0,30,5.381674,?,1
?,?,?,?,?,14,0
0,158.472554,0,0,527.007831,10,0
?,?,0,?,?,?,0
?,71.599045,?,0,0,0,0
0,223.389022,160,1,807.515194,20,0
0,213.842482,0,1,247.49096,0,0
0,149.880668,0,0,14.064988,1,0
0,107.875895,0,0,1370.015658,0,0
0,298.806683,0,30,325.772852,2,1
0,?,?,0,16.508202,34,0
0,232.935561,1666.666667,30,284.832512,6,0
0,226.252983,80,0,237.189842,1,0
0,158.472554,0,0,144.446765,11,1
3,189.02148,120,0,1259.971986,1,0
?,67.78043,0,0,0,0,0
0,215.75179,0,1,184.627728,?,1
0,281.622912,133.333333,0,242.670565,8,1
?,126.968974,0,0,237.916203,13,0
4,110.739857,0,0,28.229025,7,0
0,83.054893,0,0,0,2,0
0,192.840096,0,0,68.57507,1,0
0,221.479714,0,30,9.310626,7,0
?,?,?,0,9.904921,18,0
?,-21.957041,0,0,0,2,0
?,84.009547,0,0,28.229025,18,0
0,244.391408,0,2,1353.01221,0,1
?,49.642005,?,0,0,11,0
0,203.341289,0,29,623.943991,18,0
0,241.527446,293.333333,2,311.476749,0,0
0,247.25537,133.333333,0,270.470376,3,1
0,315.0358,0,29,1606.710254,1,1
0,138.424821,0,0,160.09654,0,0
?,116.46778,0,0,774.300692,2,0
?,49.642005,0,0,0,0,0
?,181.384248,0,1,103.803572,1,0
0,299.761337,533.333333,30,337.163511,0,1
?,?,?,0,0,10,0
4,84.9642,80,0,1687.270278,23,0
?,115.513127,0,0,0,?,0
?,114.558473,0,0,63.094347,28,0
?,?,?,?,?,?,1
?,?,?,?,?,?,0
0,255.847255,200,30,37.110437,2,1
?,?,?,0,0,10,0
0,70.644391,0,0,0,?,0
?,77.326969,0,0,0,1,0
?,117.422434,0,0,60.5851,4,0
0,235.799523,0,1,102.515933,48,0
0,213.842482,213.333333,0,461.965516,6,0
0,173.747017,133.333333,0,69.334447,0,0
?,?,?,?,?,?,0
0,167.064439,0,0,87.625535,5,0
0,218.615752,0,0,264.131227,9,0
?,91.646778,0,0,23.705778,16,0
0,174.701671,0,0,66.032807,0,0
?,?,?,0,0,27,0
0,121.24105,0,0,31.035419,15,0
?,45.823389,0,0,0,8,0
0,349.403341,200,30,443.806494,0,1
